filename,label
ISIC_0072363.jpg,1
ISIC_0006940_downsampled.jpg,0
ISIC_0029860.jpg,1
ISIC_0063804.jpg,0
ISIC_0012285_downsampled.jpg,0
ISIC_0067499.jpg,1
ISIC_0026154.jpg,1
ISIC_0015060_downsampled.jpg,0
ISIC_0000451_downsampled.jpg,0
ISIC_0027174.jpg,1
ISIC_0033842.jpg,0
ISIC_0026598.jpg,0
ISIC_0067512.jpg,1
ISIC_0027730.jpg,0
ISIC_0067830.jpg,1
ISIC_0070691.jpg,1
ISIC_0030507.jpg,1
ISIC_0032859.jpg,0
ISIC_0031530.jpg,0
ISIC_0054342.jpg,1
ISIC_0066807.jpg,1
ISIC_0027452.jpg,1
ISIC_0010046.jpg,0
ISIC_0068669.jpg,1
ISIC_0025609.jpg,0
ISIC_0061587.jpg,1
ISIC_0067102.jpg,1
ISIC_0028080.jpg,0
ISIC_0012944_downsampled.jpg,0
ISIC_0025537.jpg,0
ISIC_0000170.jpg,1
ISIC_0000128_downsampled.jpg,0
ISIC_0024367.jpg,1
ISIC_0027394.jpg,0
ISIC_0032618.jpg,0
ISIC_0070633.jpg,0
ISIC_0055260.jpg,1
ISIC_0032445.jpg,0
ISIC_0027980.jpg,0
ISIC_0071468.jpg,0
ISIC_0070549.jpg,1
ISIC_0013817_downsampled.jpg,0
ISIC_0032430.jpg,1
ISIC_0029255.jpg,0
ISIC_0071165.jpg,0
ISIC_0056705.jpg,0
ISIC_0026271.jpg,0
ISIC_0033220.jpg,0
ISIC_0028696.jpg,1
ISIC_0032457.jpg,0
ISIC_0030543.jpg,0
ISIC_0033530.jpg,0
ISIC_0064802.jpg,0
ISIC_0014486_downsampled.jpg,1
ISIC_0072727.jpg,0
ISIC_0015975_downsampled.jpg,0
ISIC_0024560.jpg,0
ISIC_0034177.jpg,0
ISIC_0071001.jpg,0
ISIC_0011168.jpg,0
ISIC_0032400.jpg,1
ISIC_0027051.jpg,0
ISIC_0028811.jpg,0
ISIC_0013617_downsampled.jpg,1
ISIC_0031427.jpg,0
ISIC_0027823.jpg,0
ISIC_0032695.jpg,1
ISIC_0065732.jpg,0
ISIC_0028278.jpg,0
ISIC_0071093.jpg,1
ISIC_0059199.jpg,1
ISIC_0030809.jpg,0
ISIC_0059191.jpg,0
ISIC_0026908.jpg,0
ISIC_0053523.jpg,0
ISIC_0026616.jpg,0
ISIC_0033735.jpg,0
ISIC_0055477.jpg,0
ISIC_0057504.jpg,1
ISIC_0059766.jpg,1
ISIC_0067922.jpg,0
ISIC_0055633.jpg,0
ISIC_0060254.jpg,1
ISIC_0064487.jpg,0
ISIC_0032771.jpg,0
ISIC_0064848.jpg,0
ISIC_0010226.jpg,0
ISIC_0061344.jpg,1
ISIC_0015403_downsampled.jpg,0
ISIC_0033736.jpg,0
ISIC_0065157.jpg,1
ISIC_0068392.jpg,1
ISIC_0068115.jpg,1
ISIC_0057250.jpg,0
ISIC_0064134.jpg,1
ISIC_0000237.jpg,0
ISIC_0054965.jpg,0
ISIC_0024486.jpg,0
ISIC_0034233.jpg,1
ISIC_0011217.jpg,0
ISIC_0071567.jpg,0
ISIC_0063198.jpg,1
ISIC_0066078.jpg,0
ISIC_0026182.jpg,0
ISIC_0058922.jpg,0
ISIC_0028955.jpg,0
ISIC_0073086.jpg,0
ISIC_0013047_downsampled.jpg,0
ISIC_0055461.jpg,0
ISIC_0024409.jpg,0
ISIC_0033235.jpg,0
ISIC_0014385_downsampled.jpg,1
ISIC_0013000_downsampled.jpg,0
ISIC_0032352.jpg,0
ISIC_0054594.jpg,1
ISIC_0013962_downsampled.jpg,0
ISIC_0065995.jpg,0
ISIC_0055348.jpg,0
ISIC_0001299_downsampled.jpg,0
ISIC_0061698.jpg,0
ISIC_0033691.jpg,0
ISIC_0013024_downsampled.jpg,0
ISIC_0031477.jpg,0
ISIC_0066208.jpg,0
ISIC_0031951.jpg,0
ISIC_0058822.jpg,0
ISIC_0068793.jpg,1
ISIC_0029873.jpg,0
ISIC_0025795.jpg,0
ISIC_0000115_downsampled.jpg,0
ISIC_0072781.jpg,0
ISIC_0057446.jpg,0
ISIC_0066867.jpg,1
ISIC_0024656.jpg,0
ISIC_0072556.jpg,0
ISIC_0069512.jpg,0
ISIC_0068397.jpg,0
ISIC_0062309.jpg,0
ISIC_0031246.jpg,0
ISIC_0000515.jpg,0
ISIC_0031038.jpg,0
ISIC_0027489.jpg,0
ISIC_0013972_downsampled.jpg,1
ISIC_0027643.jpg,0
ISIC_0072850.jpg,0
ISIC_0028394.jpg,0
ISIC_0028048.jpg,0
ISIC_0056085.jpg,0
ISIC_0061115.jpg,0
ISIC_0058220.jpg,1
ISIC_0029283.jpg,0
ISIC_0027457.jpg,0
ISIC_0015184_downsampled.jpg,0
ISIC_0031759.jpg,0
ISIC_0062238.jpg,1
ISIC_0069951.jpg,1
ISIC_0056608.jpg,0
ISIC_0054047.jpg,0
ISIC_0055213.jpg,1
ISIC_0031904.jpg,0
ISIC_0030494.jpg,0
ISIC_0033914.jpg,0
ISIC_0054530.jpg,1
ISIC_0033912.jpg,0
ISIC_0070039.jpg,1
ISIC_0025153.jpg,1
ISIC_0030612.jpg,0
ISIC_0010015.jpg,0
ISIC_0055600.jpg,1
ISIC_0028507.jpg,0
ISIC_0060361.jpg,0
ISIC_0071501.jpg,0
ISIC_0014766_downsampled.jpg,1
ISIC_0025848.jpg,0
ISIC_0012481_downsampled.jpg,0
ISIC_0054696.jpg,0
ISIC_0068270.jpg,1
ISIC_0072941.jpg,0
ISIC_0059501.jpg,0
ISIC_0028583.jpg,1
ISIC_0054634.jpg,1
ISIC_0057816.jpg,0
ISIC_0053611.jpg,1
ISIC_0055120.jpg,0
ISIC_0069818.jpg,1
ISIC_0024373.jpg,0
ISIC_0069000.jpg,1
ISIC_0072056.jpg,0
ISIC_0065264.jpg,0
ISIC_0024714.jpg,0
ISIC_0054181.jpg,1
ISIC_0024463.jpg,1
ISIC_0058602.jpg,1
ISIC_0027773.jpg,0
ISIC_0026866.jpg,0
ISIC_0024869.jpg,0
ISIC_0031235.jpg,0
ISIC_0031179.jpg,0
ISIC_0025430.jpg,0
ISIC_0054449.jpg,1
ISIC_0069773.jpg,1
ISIC_0070907.jpg,0
ISIC_0056354.jpg,0
ISIC_0060626.jpg,0
ISIC_0061766.jpg,0
ISIC_0057405.jpg,0
ISIC_0066798.jpg,0
ISIC_0010330.jpg,0
ISIC_0029974.jpg,1
ISIC_0056295.jpg,1
ISIC_0025176.jpg,0
ISIC_0030413.jpg,0
ISIC_0031496.jpg,0
ISIC_0027509.jpg,0
ISIC_0031083.jpg,0
ISIC_0068845.jpg,1
ISIC_0069029.jpg,1
ISIC_0056836.jpg,0
ISIC_0064180.jpg,1
ISIC_0026283.jpg,0
ISIC_0064639.jpg,1
ISIC_0025440.jpg,0
ISIC_0030273.jpg,0
ISIC_0026135.jpg,0
ISIC_0067886.jpg,0
ISIC_0058433.jpg,1
ISIC_0013306_downsampled.jpg,0
ISIC_0063598.jpg,1
ISIC_0032451.jpg,0
ISIC_0069080.jpg,0
ISIC_0061540.jpg,0
ISIC_0012183_downsampled.jpg,0
ISIC_0014919_downsampled.jpg,1
ISIC_0031512.jpg,0
ISIC_0069287.jpg,1
ISIC_0025889.jpg,0
ISIC_0015944_downsampled.jpg,0
ISIC_0033564.jpg,0
ISIC_0072553.jpg,0
ISIC_0026780.jpg,0
ISIC_0071932.jpg,1
ISIC_0031895.jpg,0
ISIC_0027004.jpg,1
ISIC_0065319.jpg,0
ISIC_0065417.jpg,1
ISIC_0030829.jpg,0
ISIC_0031039.jpg,0
ISIC_0030426.jpg,0
ISIC_0030923.jpg,0
ISIC_0000372.jpg,0
ISIC_0026981.jpg,1
ISIC_0071505.jpg,0
ISIC_0056141.jpg,1
ISIC_0063028.jpg,0
ISIC_0066663.jpg,0
ISIC_0065050.jpg,1
ISIC_0069209.jpg,0
ISIC_0026746.jpg,1
ISIC_0000449_downsampled.jpg,0
ISIC_0059930.jpg,1
ISIC_0028310.jpg,0
ISIC_0065654.jpg,0
ISIC_0067632.jpg,1
ISIC_0054915.jpg,0
ISIC_0029672.jpg,0
ISIC_0028622.jpg,0
ISIC_0057893.jpg,1
ISIC_0028336.jpg,0
ISIC_0059057.jpg,1
ISIC_0012877_downsampled.jpg,0
ISIC_0067584.jpg,0
ISIC_0000024_downsampled.jpg,0
ISIC_0015175_downsampled.jpg,0
ISIC_0025938.jpg,0
ISIC_0025242.jpg,0
ISIC_0031318.jpg,1
ISIC_0026466.jpg,1
ISIC_0072450.jpg,1
ISIC_0000537.jpg,0
ISIC_0025020.jpg,0
ISIC_0031338.jpg,0
ISIC_0033966.jpg,0
ISIC_0070410.jpg,1
ISIC_0066579.jpg,0
ISIC_0012329_downsampled.jpg,0
ISIC_0053479.jpg,1
ISIC_0028319.jpg,0
ISIC_0029265.jpg,1
ISIC_0056927.jpg,1
ISIC_0071359.jpg,0
ISIC_0030339.jpg,1
ISIC_0026630.jpg,0
ISIC_0071095.jpg,1
ISIC_0025478.jpg,0
ISIC_0034279.jpg,0
ISIC_0034013.jpg,0
ISIC_0010567.jpg,0
ISIC_0056806.jpg,1
ISIC_0034076.jpg,1
ISIC_0072127.jpg,1
ISIC_0033871.jpg,1
