filename,label
ISIC_0066645.jpg,0
ISIC_0055567.jpg,1
ISIC_0000303.jpg,1
ISIC_0072179.jpg,0
ISIC_0055311.jpg,1
ISIC_0011156.jpg,0
ISIC_0030638.jpg,0
ISIC_0067464.jpg,1
ISIC_0069620.jpg,1
ISIC_0060914.jpg,1
ISIC_0068744.jpg,1
ISIC_0065633.jpg,1
ISIC_0028431.jpg,0
ISIC_0028555.jpg,0
ISIC_0072625.jpg,1
ISIC_0071632.jpg,1
ISIC_0062463.jpg,1
ISIC_0057089.jpg,1
ISIC_0062743.jpg,1
ISIC_0064038.jpg,1
ISIC_0069920.jpg,1
ISIC_0033905.jpg,1
ISIC_0072487.jpg,1
ISIC_0054975.jpg,1
ISIC_0066009.jpg,1
ISIC_0027076.jpg,1
ISIC_0063852.jpg,1
ISIC_0025025.jpg,0
ISIC_0054724.jpg,0
ISIC_0034251.jpg,0
ISIC_0029722.jpg,0
ISIC_0060035.jpg,1
ISIC_0026443.jpg,0
ISIC_0064495.jpg,0
ISIC_0026495.jpg,0
ISIC_0063942.jpg,1
ISIC_0054740.jpg,1
ISIC_0064652.jpg,1
ISIC_0073081.jpg,1
ISIC_0060245.jpg,0
ISIC_0033675.jpg,0
ISIC_0030329.jpg,0
ISIC_0054954.jpg,1
ISIC_0070756.jpg,1
ISIC_0069582.jpg,1
ISIC_0033394.jpg,1
ISIC_0057308.jpg,1
ISIC_0024733.jpg,1
ISIC_0032327.jpg,0
ISIC_0031599.jpg,0
ISIC_0064116.jpg,1
ISIC_0054800.jpg,0
ISIC_0068862.jpg,1
ISIC_0027262.jpg,0
ISIC_0025947.jpg,0
ISIC_0066733.jpg,1
ISIC_0028517.jpg,1
ISIC_0071847.jpg,0
ISIC_0058245.jpg,1
ISIC_0027327.jpg,1
ISIC_0024803.jpg,0
ISIC_0027865.jpg,1
ISIC_0064286.jpg,1
ISIC_0027971.jpg,0
ISIC_0063002.jpg,1
ISIC_0056546.jpg,1
ISIC_0030830.jpg,0
ISIC_0031030.jpg,0
ISIC_0030773.jpg,0
ISIC_0062240.jpg,1
ISIC_0033154.jpg,1
ISIC_0063628.jpg,0
ISIC_0030560.jpg,0
ISIC_0034044.jpg,0
ISIC_0061862.jpg,1
ISIC_0062121.jpg,1
ISIC_0057730.jpg,1
ISIC_0062724.jpg,1
ISIC_0013731_downsampled.jpg,0
ISIC_0027851.jpg,1
ISIC_0027691.jpg,0
ISIC_0029423.jpg,0
ISIC_0031569.jpg,1
ISIC_0069622.jpg,1
ISIC_0032059.jpg,0
ISIC_0058630.jpg,1
ISIC_0024867.jpg,0
ISIC_0072761.jpg,1
ISIC_0028831.jpg,0
ISIC_0058442.jpg,0
ISIC_0053827.jpg,1
ISIC_0061207.jpg,1
ISIC_0059193.jpg,0
ISIC_0064934.jpg,1
ISIC_0030708.jpg,0
ISIC_0014975_downsampled.jpg,1
ISIC_0063811.jpg,1
ISIC_0000195_downsampled.jpg,0
ISIC_0061242.jpg,0
ISIC_0071261.jpg,0
ISIC_0029034.jpg,1
ISIC_0029045.jpg,0
ISIC_0071294.jpg,1
ISIC_0062615.jpg,1
ISIC_0031923.jpg,0
ISIC_0055022.jpg,1
ISIC_0068610.jpg,0
ISIC_0057652.jpg,0
ISIC_0032708.jpg,0
ISIC_0015274_downsampled.jpg,0
ISIC_0033074.jpg,1
ISIC_0027517.jpg,1
ISIC_0027137.jpg,0
ISIC_0025484.jpg,0
ISIC_0054025.jpg,1
ISIC_0069755.jpg,1
ISIC_0061359.jpg,1
ISIC_0071693.jpg,1
ISIC_0054006.jpg,1
ISIC_0012927_downsampled.jpg,0
ISIC_0012298_downsampled.jpg,1
ISIC_0070236.jpg,1
ISIC_0031270.jpg,0
ISIC_0070831.jpg,1
ISIC_0065879.jpg,1
ISIC_0026648.jpg,0
ISIC_0057539.jpg,1
ISIC_0061451.jpg,1
ISIC_0053971.jpg,1
ISIC_0029188.jpg,0
ISIC_0032905.jpg,0
ISIC_0011130.jpg,1
ISIC_0013837_downsampled.jpg,0
ISIC_0062260.jpg,1
ISIC_0065469.jpg,1
ISIC_0059745.jpg,0
ISIC_0032691.jpg,0
ISIC_0072638.jpg,1
ISIC_0065398.jpg,1
ISIC_0060828.jpg,0
ISIC_0064666.jpg,0
ISIC_0032068.jpg,0
ISIC_0014833_downsampled.jpg,0
ISIC_0066540.jpg,1
